Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
22269,5.887469,8.679213,1.351517,9.006053,8.247967,3.320409,-0.979802,-8.693826,-7.669578,6.861306,4.218281,-2.545119,-1.011482,-9.249378,6.611197,-0.934448,-3.82522,-0.713125,-0.420986,-8.682155,4.806073,-6.075242,-5.524978,3.876172,-9.815631,8.652524,2.881382,0.713775,952.76,1
101353,0.725274,2.233518,-5.797368,0.475864,-2.263789,-7.481282,-2.164432,1.097638,-9.724894,3.372557,4.816934,2.059078,1.771235,-6.031556,8.696414,8.911004,1.456933,0.619363,0.212356,5.166375,2.680409,-1.470539,-4.493409,-5.349464,7.204307,0.985996,9.088426,-1.457426,94.64,1
163757,-1.029259,5.852489,-3.646322,-9.566216,-1.07303,-4.182546,-0.281283,6.06633,-7.534917,3.650562,2.518073,9.079914,5.248028,-6.598946,1.604807,-2.794572,-6.141484,-7.734907,-6.13481,-0.192458,-5.055066,-1.708608,-4.140955,3.435348,-8.597896,-5.976816,5.040053,-2.918131,997.64,0
129322,-2.073938,3.083298,7.948147,2.308416,-4.495717,-5.747608,4.642358,0.610565,9.781933,2.259511,5.325214,7.254385,-7.643005,-6.856635,8.290394,3.341396,-9.073697,-2.241985,-5.857023,4.923285,-4.761153,-1.542479,5.95685,2.932329,-0.671629,1.268575,6.392771,-1.572571,834.56,1
118498,-2.35303,9.089982,-4.938952,-9.330448,-6.171163,6.715144,-5.821701,-8.523078,-8.166528,5.24999,-9.587997,-6.030634,7.495458,-5.180518,-8.183581,-8.224448,-3.272241,8.820488,5.621866,-0.880942,9.4676,9.101797,-4.582656,-8.81554,-1.559934,-2.843599,-3.095553,6.640298,461.72,0
132686,-3.421012,-2.485379,-4.923826,3.374691,-0.276032,3.850198,-0.118757,9.235687,-5.13983,-1.986847,-6.53772,-4.996366,4.617243,-3.525098,5.490282,6.836846,6.624138,6.141658,-3.020003,2.605208,-6.706914,-1.147335,-4.820859,2.387539,2.960793,-6.091774,3.451423,-5.359832,320.7,0
37685,5.784112,1.521385,9.781035,-7.12804,4.517155,-4.791375,-5.387326,-7.669775,2.819541,3.321127,6.133178,-2.08842,-0.520953,2.162174,-2.828076,6.73798,8.805771,-8.710338,9.421992,5.863793,-4.740061,-9.382832,-5.789277,-6.353209,2.806134,-4.146984,3.856148,-8.120268,887.88,1
35718,4.746917,4.902846,-7.970748,-1.204418,6.806333,-1.160718,-6.972711,6.184107,-2.311109,1.465129,5.45177,-0.35976,-2.350893,-6.946498,1.98855,-5.755429,1.206522,4.092742,7.962319,8.405699,-9.745598,6.866686,-5.853401,8.062176,-5.19626,-2.272149,-1.21901,6.768365,257.52,1
114491,2.824289,-7.612713,0.527858,-4.027654,3.416789,-1.102393,-7.63212,9.70492,0.933279,7.739522,2.17621,8.14511,8.26721,-0.319354,-0.283415,1.805849,1.547794,5.0748,0.745199,-8.369986,-7.245362,7.041737,8.936566,-0.223584,2.194831,9.69729,-5.430146,-0.769376,276.06,0
171540,9.816106,6.356465,-2.729739,7.695048,-3.047209,-1.959629,-9.834989,-0.18234,-4.715447,3.231204,6.273075,-2.776454,6.570074,8.767842,7.87031,-8.225063,-6.076719,7.117632,3.35597,5.333695,0.512211,0.258442,-4.356937,-4.600946,8.484562,6.571662,3.152301,7.208813,865.65,1
82015,8.071104,-9.208886,-3.983144,7.366317,-0.859853,9.47755,-4.328063,0.819327,2.84916,5.040208,-9.962707,8.569644,5.299865,-3.159745,-6.382395,3.630124,-3.638854,-0.982493,4.305525,-2.587682,4.694204,6.357476,5.185749,0.987876,-1.34249,-2.905419,6.214297,6.428105,867.6,1
93522,-0.239196,5.181558,-8.973287,-9.969069,2.583312,-5.441197,-9.291643,-1.153572,1.575062,-6.871878,-7.547689,-4.672787,-4.511935,9.979464,6.588541,-3.336995,0.908013,0.130183,7.492856,1.729592,-2.151489,5.767647,1.380918,4.907144,-3.926612,9.91085,-0.430316,-9.312062,438.5,1
73908,7.796154,6.616379,-8.127828,-2.89274,6.617058,9.150279,-8.170853,4.901919,-8.447943,8.779132,6.897709,-2.444735,2.617831,2.140807,-1.605891,-8.197437,8.201539,4.337068,4.960573,-8.139496,0.258194,-0.48168,6.210048,-5.557445,3.813118,-7.648553,-6.669932,7.984608,302.04,1
103121,1.273756,7.786832,7.12,2.569558,-4.375214,-1.977405,0.871393,5.872225,-4.325685,-0.607664,-8.071257,-9.118875,-4.481351,8.213068,6.207631,-8.527762,3.863606,3.000836,-4.716881,-7.821027,5.252463,9.444099,3.769677,9.450393,-3.575062,-0.353436,5.1976,4.776126,973.31,1
82444,4.202084,6.472483,0.468362,-2.154544,-2.77338,-2.939024,0.258815,4.658468,-0.578007,5.982257,9.724217,2.115624,-8.91746,-6.265722,-6.33704,-1.262627,-2.639722,-9.727403,-8.933889,-1.437681,8.313208,-4.326334,-3.249689,4.11094,-1.98246,0.542389,-7.39279,-0.753344,525.96,0
144527,-6.441862,5.62077,-8.336739,-6.735077,2.031226,4.121782,6.922503,-0.312611,7.779714,-1.835161,5.737831,-9.19262,-7.28498,-6.289748,-5.646631,4.772458,6.108686,8.862922,-9.150153,7.129428,6.09925,6.641167,-5.974953,-8.991523,8.155211,4.169296,-8.264851,2.625856,152.14,0
162408,-1.476505,-4.686075,-0.147829,-6.302364,3.229236,-4.092011,-3.258213,-5.455309,7.014152,7.424281,1.822872,3.875401,2.779353,-5.704613,0.062459,2.809231,-6.79648,8.101631,-1.413551,-2.374991,-4.332416,-3.499348,9.368477,0.755886,-7.969794,-6.092907,-2.912964,8.386446,724.28,1
27758,-8.960843,6.746325,-2.314275,9.690949,-0.651304,2.141525,0.415376,-9.974068,0.665889,6.91085,-0.127349,4.401747,-7.062313,7.766042,8.806293,-1.177628,-8.561869,-5.08954,-4.84676,-8.429773,2.460422,-4.3602,-1.688904,7.036488,-1.130412,1.48964,6.34337,-0.688013,923.36,1
54413,-9.627812,2.796953,-7.518358,-7.775794,-6.329986,2.655181,-7.529074,4.061268,7.587084,9.916825,5.548835,-0.553883,7.483491,-4.834896,-9.840804,3.226876,-1.257195,-2.098873,-0.782307,-8.917384,-8.560275,3.520159,-0.640259,-2.196556,8.093041,-7.01474,-7.540005,0.75477,497.03,0
109682,2.406628,1.815849,-6.016133,-2.781332,-1.081714,-7.798131,7.421769,9.691493,-4.635048,8.297304,6.202733,4.603419,-4.741862,-3.150363,-2.778449,1.324264,0.273303,0.675032,-5.815202,9.430952,2.052878,-0.770092,4.345346,2.538902,3.802907,8.590515,3.208936,-5.966694,790.6,1
40476,8.404449,3.148739,4.799942,-7.866277,0.736556,-0.495931,0.141135,5.157526,-3.065076,-8.460824,-2.447741,-5.530483,-4.730824,-5.604444,-6.474024,-7.483982,-4.041111,-3.929121,-9.758848,-4.228346,-2.944396,8.649902,0.544189,-7.812418,-7.302296,5.050427,-4.974206,-2.984259,367.7,0
61635,3.385718,-6.066041,1.757118,9.227013,-2.674773,4.008422,8.717888,4.298396,-6.597144,-1.256498,-6.429536,-0.106157,5.035698,-2.467384,-8.987641,-0.765434,6.293507,4.687331,-7.549954,-5.177113,5.954263,-0.42014,8.978183,-3.399423,-4.421674,-2.145061,-0.43359,6.830903,319.47,1
119242,4.736388,2.24726,8.623309,-4.609535,-6.714393,5.793113,-1.894257,8.642467,-3.085541,9.414125,-3.318387,-4.089663,6.841726,-4.374545,0.629143,-3.707835,6.298792,-1.631313,-2.130828,-7.599713,-2.216843,-7.106174,6.595753,0.755581,2.188024,9.524935,-4.442255,-0.218064,440.43,0
79494,-2.464958,-3.291591,8.895916,1.931209,-4.866552,-7.317724,1.882112,-1.928339,7.465367,2.917738,7.141788,7.461637,-7.7213,3.095769,8.26552,-0.375357,8.590083,-5.248334,0.70222,-8.424753,9.193802,5.538938,-3.913538,0.079469,-9.775012,2.93314,-2.223451,-7.972711,99.46,0
77492,-2.762806,3.542982,5.654324,9.769685,2.884191,-6.951743,2.559868,-5.427278,9.17176,-1.426705,-1.578258,-7.768001,-1.303514,0.376652,6.292209,-4.446341,-7.636084,2.548082,0.856022,4.271164,7.399427,-8.013704,-9.506927,0.297141,2.80611,9.060423,7.182876,-4.930767,256.85,0
90878,-8.499991,-6.533417,1.052862,-3.144233,-1.889519,9.61377,6.948582,3.770241,-5.33071,-6.498642,-7.526062,-2.134373,-9.452505,0.400734,-5.936248,-7.423739,2.423111,-5.44456,-5.033785,4.596113,0.234061,1.377307,-1.37879,6.990091,-4.825838,7.008256,9.822941,-3.143785,42.83,1
118854,5.798165,-8.046559,1.755809,-0.380127,3.990899,-2.756001,-3.201175,-1.087647,9.273076,2.926081,3.390174,1.660633,-0.860037,-1.529144,5.96259,-0.640212,-3.348871,8.451597,-4.495457,4.024601,3.200809,6.382434,5.911798,-3.071488,4.600948,6.630016,9.621111,3.72601,660.35,0
44687,5.725468,9.596542,5.25436,7.7365,-9.676586,-3.673406,-0.355123,8.981891,-1.17204,-3.697539,7.572166,-2.370573,8.426965,9.070416,-7.563262,-0.340149,3.158181,3.171651,3.504863,-5.983961,-4.729918,-2.840178,-9.088054,2.93299,0.909185,5.449646,-9.574949,-1.439982,102.32,1
82267,2.540317,8.279131,-7.91119,-5.371608,-3.704347,-9.074466,-6.464584,-1.761443,7.675777,2.122614,-3.813251,7.38467,2.155019,-0.900995,-0.88442,-8.359519,-2.367928,4.774426,8.574862,-8.231011,-8.900671,2.506063,7.191733,-5.190812,2.80635,-6.703115,4.098959,-5.02719,319.8,1
71357,4.033642,1.974377,0.506798,-6.806749,2.788345,-6.81221,-9.377455,-3.100919,-6.440749,-5.033456,1.840188,8.406045,-0.599602,6.767901,-4.293354,-7.995481,-6.77042,2.435195,-6.731371,-0.805635,-5.544849,2.473209,9.334947,5.226647,-7.433941,3.32927,8.351904,-6.459097,825.73,0
11600,-3.732371,-1.383205,4.522349,7.213444,-0.433228,-1.177755,-1.897291,6.206114,-7.907819,-5.112617,0.162682,5.129777,-3.848006,1.879796,5.069652,-7.236585,-9.092073,1.132204,-2.387021,-9.739271,1.590311,-5.888878,1.078709,9.434663,-7.966747,2.124869,-0.864005,-4.299518,722.94,1
98479,-3.178932,-7.449448,-6.679263,-0.725859,8.653474,5.273098,7.730995,-2.004087,-8.978441,9.831733,-6.122782,-7.356259,9.572701,5.627829,9.701512,-4.316152,-2.083373,-8.043303,-2.626695,4.025911,-4.386299,-2.161433,6.08704,6.567197,1.583009,-8.04673,-3.927327,0.714467,725.44,0
150217,-8.600806,9.879207,0.4696,0.940559,2.823656,2.454442,9.742611,6.632643,-8.792788,0.535528,-0.701006,6.968262,-6.71311,-5.627372,-4.109836,9.102824,-6.53792,0.172199,-9.108799,1.461247,9.292185,-8.492912,-3.188558,-8.142412,-3.652953,-6.015837,8.025244,-4.928607,257.29,1
156017,1.061846,0.03885,-8.638757,-7.166969,2.871493,-6.49618,6.00804,-4.518376,9.276958,-7.456626,-8.845993,-6.674399,-1.235499,9.295715,0.602835,-7.545123,-8.419795,-6.602864,-4.640994,-4.643062,7.4762,1.639006,-5.27428,4.094529,6.583704,8.041029,-3.364956,-9.881536,740.03,0
147857,-3.194335,0.755015,-9.586169,6.086306,-7.604842,-4.445154,-6.23726,3.030429,-3.220806,-7.810851,-7.305531,9.680836,1.303155,0.610101,-6.992428,6.385743,-0.27243,-9.993586,-9.786092,-9.111186,6.878909,-0.602808,-3.634284,-3.571973,2.876404,3.315525,0.973369,2.02881,214.93,0
29722,8.979801,-5.444045,-6.674847,-2.368296,-4.991,7.79893,-7.902908,-0.444493,-8.224832,1.349958,-0.323554,4.622204,7.258083,-1.252078,1.514794,3.318993,4.415176,-5.452221,-5.235865,8.65742,-9.132667,-6.251857,-7.321533,6.669464,1.493159,-0.379809,2.345356,9.990916,249.79,1
154672,1.699836,4.029371,0.316304,-6.727553,9.38108,3.239616,2.615358,-9.022048,-6.307918,-9.187471,-4.531226,-8.458294,6.670609,-6.325213,-7.475968,6.004134,7.7007,-4.600654,-8.915735,9.957255,8.555594,7.832008,9.755484,7.464623,2.654802,6.721234,-9.677084,9.711222,748.8,0
94948,-3.453412,0.933087,9.605236,-0.854869,-7.304626,9.916332,-4.171089,-8.082439,-5.496887,6.245728,1.087561,-5.039226,6.19228,3.604523,-4.785471,3.676472,7.730013,-2.604184,-7.072044,-6.182074,-6.662297,-7.245448,2.369001,-2.536901,2.075116,7.157154,5.324298,-4.585452,121.65,1
129492,4.041173,0.565475,7.952142,-8.129527,2.700269,-4.355702,-6.693834,-7.012128,-3.487572,1.348562,0.032455,-5.411302,9.14551,-7.382887,-9.056857,0.051623,-0.839794,-3.28868,-8.157301,-8.208383,4.163856,-4.293401,-5.305477,-9.671545,6.671991,-3.263792,7.983018,7.171167,4.22,0
98651,-1.189313,-2.687185,-3.948668,8.057075,8.59327,2.672358,5.068158,6.900127,-2.732516,7.373571,2.475428,-5.484761,-9.155735,8.070255,-4.027404,-0.563716,9.698817,8.903431,0.328369,-7.608138,-1.106171,-2.0528,2.934956,-5.679471,7.141669,-6.072958,-2.261746,5.059414,112.11,1
105090,-2.028113,-4.195024,9.275239,-0.835337,-6.477644,-1.05315,-7.71321,-4.811419,-0.14302,-1.344848,9.876566,-0.19903,-1.672222,8.334951,-4.960029,-5.401881,9.820088,9.990072,7.739571,-0.839046,-6.847874,-1.940938,1.324621,-4.724628,0.016228,-6.788364,-5.366042,-4.878948,343.67,1
163398,8.084237,-5.901608,6.798062,-9.965938,4.333907,-2.915424,7.666759,9.231526,-6.172211,-1.839717,-8.526772,0.952095,7.250471,-4.550497,5.891991,6.153831,0.818334,0.460109,3.26096,8.91574,7.505892,6.506071,7.745684,-8.296019,-7.751342,7.580491,-9.553936,-5.98116,968.18,1
162223,-2.457804,-2.202634,1.395759,4.519969,6.73067,9.221651,9.10795,5.711422,-2.323181,9.28853,-6.711369,-2.897484,-6.549813,3.220352,-4.849287,9.062157,-2.519085,0.973592,-4.241606,7.510421,4.230788,-5.072921,4.967779,0.514383,-5.285404,-7.402697,-3.997005,5.613514,719.75,0
99043,-6.876031,0.651239,-6.582765,-3.795373,9.365694,1.854837,-8.695067,-8.617914,-4.956451,4.430276,2.864194,9.957431,-3.781675,6.193682,-5.81087,-7.701107,6.366242,0.089902,-0.752937,-8.172986,-9.03965,-2.716586,-6.159007,-5.502151,-4.930612,-0.369909,-4.331831,-2.193297,712.06,0
68965,-2.622096,8.225653,-9.8612,-4.132403,0.832244,-9.770979,-3.792276,-7.407031,0.915445,-3.512435,7.440347,0.390115,2.140937,-2.952202,9.202612,-8.700959,1.110961,-0.330079,1.558814,6.258273,1.898882,-1.61264,3.865452,3.232213,-2.117044,-8.584787,9.477008,-9.854095,141.62,1
170041,-4.252155,-8.622817,0.751643,-4.091974,6.947181,-6.355655,-2.296161,-0.808995,8.048393,2.675186,5.916718,-9.331753,1.022715,-0.415985,6.073076,2.506563,4.118656,1.781716,8.262739,-0.7992,-9.652965,-7.514357,8.549456,-9.870923,2.982748,7.331067,8.021973,-3.674821,205.87,1
54886,-5.065748,2.081637,-9.501232,1.670845,2.598451,-0.580863,5.004398,-2.56523,-5.391515,-6.637173,0.950393,-0.457615,-8.36281,-8.740701,-8.980675,8.469665,3.577102,4.271989,8.157177,-5.476943,6.678939,-1.124561,3.464886,2.549588,5.515408,6.994462,4.902496,-0.314025,286.83,1
127487,4.244953,8.099698,-4.782135,6.515056,1.523821,5.757129,7.446144,-7.925184,9.230348,-1.824361,5.84996,0.778536,6.004015,0.51669,-1.491141,-7.649259,5.067039,5.452345,-9.533224,-5.738275,-9.246457,-3.620791,-9.823117,2.617752,-4.13653,1.10332,-2.446269,4.346363,578.3,1
68404,4.448238,-5.431974,-0.11334,-3.479898,4.308828,1.707915,-9.508858,-4.539777,-5.45887,-1.730478,-5.834395,6.342762,4.367314,-3.815627,3.764059,4.540153,7.608775,-3.456705,-8.680677,6.701874,8.12766,-8.35496,-7.833109,-8.516122,-2.606703,6.493845,-6.54439,-4.853686,388.36,1
3330,3.864997,-4.290729,4.299332,-1.943252,-2.310621,-3.747013,-9.910717,-0.529924,-0.939998,8.183511,-7.472856,3.034174,-1.362743,5.969646,1.774092,6.209118,5.988565,3.089521,-8.864962,-7.754659,6.048604,5.146532,-4.402959,7.681404,-1.899517,7.492585,7.348261,-6.762943,516.43,1
4542,-5.530107,-3.184632,-1.940773,-2.574042,-0.270492,4.505259,-0.347144,7.031208,5.074794,-4.450233,-0.53624,-3.607144,5.426063,-3.202959,1.841443,1.264475,-6.736223,0.603465,-4.149445,2.372398,0.06016,-9.148575,-3.84332,5.98521,5.367986,6.031708,6.917141,-7.493243,391.61,1
50927,-0.9699,-8.37616,-2.295363,-2.057217,9.769749,-2.288266,-9.607098,-7.100055,6.819907,3.982545,2.239301,2.318328,8.067133,6.604881,6.863887,8.862272,1.764271,5.220069,-8.206317,-3.441792,-8.33427,7.624875,-0.338408,1.06276,-2.245979,0.558208,-4.621822,-7.297036,127.58,1
40891,-1.370656,-5.63634,-6.191978,-3.056487,-4.556811,-0.611278,-0.725423,-1.026607,-9.676225,9.463748,-8.120861,3.381766,6.009075,2.661815,-5.031963,-5.997166,1.862667,4.813651,5.810808,2.912595,-1.985224,3.154405,-9.911785,9.389565,8.981416,-2.250599,-7.408136,-8.69494,136.36,0
138242,-6.165871,-6.025328,-2.811662,2.854069,0.866472,7.770482,8.095528,8.603833,5.394687,-4.720514,-5.484269,-4.665885,-1.11368,-9.114376,7.563666,5.588846,-7.08981,-4.785675,2.709491,9.331254,-2.077479,0.464252,-4.898491,3.599028,-2.7301,-6.410815,8.243812,9.938086,372.34,1
166582,3.19948,-3.181271,7.207245,-9.720875,4.100463,4.534509,-8.487717,-0.951221,1.216885,-6.944421,0.115493,5.831936,-6.235093,0.69643,9.421252,-1.229942,1.666789,8.918465,5.094371,-6.680536,-6.206626,4.974312,9.15841,-6.188346,-9.387708,1.936865,6.456051,-0.303651,852.27,1
133851,-7.79944,4.735721,1.159425,-8.579157,7.204149,7.602956,6.824134,-2.301975,-6.276035,-4.198087,5.737991,6.9233,-2.904146,9.646593,3.062464,2.006844,6.142217,9.707318,2.716733,-9.164432,-8.217855,-0.599161,-7.674043,-5.252632,-6.310821,-7.792198,-8.020994,-2.139836,896.45,1
79331,-1.899419,9.062803,0.023278,5.068084,-5.407084,-1.820403,6.617598,-7.55253,2.000081,5.297733,-7.059867,6.030188,0.235078,9.841888,-4.220551,-2.30418,-5.336189,-7.185776,6.061973,3.900656,-3.188419,-5.437046,5.807087,-8.738875,1.119262,-3.370176,6.063722,0.06981,974.39,0
171476,-1.848478,-3.423723,1.410511,-5.21237,-7.111615,-9.898235,-0.751219,-6.528425,-1.030171,-1.362306,-4.371276,7.829247,-1.950003,-0.241364,6.68179,2.593731,-8.517955,-2.611165,-2.351648,4.942416,-9.159051,-6.330211,-8.106582,7.126325,-0.492234,-0.273662,-2.134279,3.692166,655.8,0
169036,-7.950504,3.076153,7.826432,-3.772609,4.431239,-2.955051,-7.640437,-3.448216,1.49554,1.840068,4.312303,-5.954502,-3.550959,-6.876151,-2.498645,-8.605074,9.562746,9.578636,2.871218,8.235575,9.332981,6.236834,2.910661,-9.170727,-5.486836,-7.838975,-6.262491,-7.288555,550.41,1
150632,-4.074764,-9.237127,2.933952,2.406395,-7.607375,-7.869486,6.067032,3.994498,3.189506,-3.328429,-3.182872,8.427506,8.194879,1.853321,6.292527,-7.61799,-2.933247,5.807977,-4.763602,1.241089,-5.10484,3.700332,6.141998,4.431482,-7.088503,-2.120758,5.25604,4.325141,569.76,0
132917,-9.936309,1.24713,6.776012,-3.359096,8.342575,9.434806,-4.990191,1.83424,3.699407,-6.67726,-3.032185,-3.80624,-7.854433,1.064009,-7.410137,-3.698218,-5.83387,7.123577,4.131072,8.34171,-6.573352,-9.343869,6.043404,-4.968378,-9.278217,-4.49135,3.36797,9.885323,591.08,0
14032,-8.79925,-6.890321,-7.9409,2.573292,-2.874429,7.924338,-8.614409,-0.059786,2.636515,8.848979,0.508493,-9.853044,2.890568,-5.402127,6.066743,5.44925,-0.943881,-6.982987,-3.090461,-9.138576,5.829208,-5.105274,5.753665,5.309355,-4.558642,3.05368,1.026948,-3.045675,116.66,0
70631,8.053158,4.992549,1.027759,1.72826,6.739943,7.744139,-9.577476,8.53275,-0.981762,-3.425797,9.812924,-6.579703,6.286023,-8.310628,9.960626,6.150836,-0.578951,9.802833,8.944618,5.138092,1.99675,5.899104,7.960235,-9.064294,-4.839329,0.549992,2.96313,2.786321,902.85,0
112287,-5.336978,-2.145317,-2.125122,4.528268,9.037762,-9.779527,-1.977752,5.128667,-9.499578,7.314207,-4.186604,-2.186995,0.803761,-6.373989,6.552753,-5.866546,-4.668184,5.652509,7.604264,-3.331909,-2.448983,3.906961,7.761937,-9.801906,-3.536171,-1.485757,-7.120549,5.916162,742.03,0
27343,1.804675,-2.158453,9.182861,1.188307,7.424701,-8.840621,1.977855,6.470757,-2.8692,-2.006201,-2.802557,-7.296033,6.439468,-0.649329,5.711158,5.575724,-5.65669,-2.232344,5.956481,-8.563273,9.497825,-4.449917,2.276019,-3.618499,-4.16427,3.756338,-0.077565,-2.552303,632.42,0
109165,0.449073,-7.947898,-4.934115,-5.994148,-2.349928,-0.39204,9.050796,6.491481,-5.115288,-6.513811,-2.480348,-6.253909,0.684836,-0.232754,7.834205,-7.286245,6.683333,-2.278427,0.302276,4.410776,6.815593,-3.369018,-3.876824,-6.741477,-3.864747,-0.369715,2.768352,2.660176,660.81,1
169829,5.243275,-6.173869,-8.848389,-8.581936,-3.000385,8.09273,-0.787025,-4.420318,-7.305697,6.875376,-8.066175,-6.839237,5.282799,-6.683214,-7.317265,8.791688,8.611025,-1.682291,-1.373365,7.738886,-2.060751,-1.004926,-3.509862,-3.948413,6.954025,-8.399146,2.658088,6.214826,235.95,0
155724,6.329637,-3.130565,1.681016,1.994977,4.215439,0.239159,-6.952757,-3.006633,-6.312105,-7.907723,0.83068,7.503771,-5.960129,-9.138704,-0.200897,-1.98944,-8.003385,5.44185,5.30313,1.058837,-0.433192,-5.849029,-6.174809,2.967299,7.827636,2.409889,1.760393,-0.060762,658.58,0
145648,1.337447,-0.713523,5.547981,1.450481,-7.231245,7.142832,-8.778144,1.002833,-0.005065,4.825129,2.725661,7.276032,3.146789,5.996043,2.44298,1.52599,-0.593311,1.133742,-1.576516,6.884184,1.902761,0.831446,4.880678,-5.574423,5.180858,6.24897,-3.627073,-0.003268,523.95,1
49685,7.195881,-8.934248,9.599187,2.999085,-2.770256,8.824265,0.104134,-4.373137,5.193074,8.543875,9.164829,7.918117,-4.287752,2.519465,6.001797,-3.076334,8.822444,-0.860751,6.665227,-8.164723,-7.94809,4.036076,0.783563,-7.950229,6.495784,-3.400215,6.103499,2.559443,714.14,0
163958,-3.496308,9.918331,9.096408,-8.748392,0.109797,-7.168484,-8.523741,4.986989,-3.291594,-4.849173,4.631829,6.206797,8.667974,8.632452,-2.189075,5.014098,1.874006,5.624015,1.819722,-3.986037,1.673372,-5.185802,-3.352641,-6.182014,-8.068581,-5.58537,3.951269,7.479879,264.77,1
161711,2.478742,-0.11482,-2.95786,2.385928,8.757258,4.241074,6.069192,8.692765,-1.487493,-8.531717,-4.636695,-8.219164,8.616708,9.066081,-7.022833,-7.331444,9.518205,2.166447,7.060596,-3.029177,-9.582524,1.897051,0.132622,8.272634,-7.03905,3.625621,-3.092548,-2.527929,350.76,1
83549,-3.066461,6.804767,-3.865575,6.850304,6.303841,5.46305,7.209789,3.305195,-6.454168,-8.354189,-5.171385,9.709461,-3.328436,-7.17482,2.079459,-7.569753,-9.390403,-6.131006,3.484933,-5.409109,2.507059,-3.144889,0.246347,-7.146072,-4.736875,5.397551,-2.106638,-6.052001,541.15,0
20924,3.472593,-9.441741,8.552607,-7.825281,2.485461,-3.393091,-3.789102,7.808041,-7.167374,-9.299078,3.664609,-8.747047,5.088155,-1.63231,-7.451649,-2.498242,8.491776,4.246424,5.153178,5.136445,5.191065,-7.079524,-4.290617,9.560278,-2.647651,-4.928625,-7.36221,7.926046,82.27,0
66494,-0.249661,1.972935,-1.595033,3.41969,-9.090121,8.718095,-3.975334,7.135886,-1.32434,-4.345163,-9.90037,-0.825135,1.396285,3.878353,1.778817,9.638598,-1.013935,-5.821557,-2.909995,2.620592,7.56945,6.524443,-0.06129,5.827615,8.724934,-2.919754,1.136354,4.546647,642.56,1
94377,1.175491,4.2813,-2.052822,-9.609425,4.759392,2.829498,0.675254,9.275599,2.219118,0.295185,-9.780402,-8.538763,-2.108669,9.678593,-1.977976,-9.141968,1.173225,-5.197728,2.153843,-5.612756,3.023859,-9.99084,5.776192,-4.519392,6.952526,-8.780989,8.242244,7.659342,463.35,0
88285,-7.467978,6.258237,-7.007757,-5.899946,7.0421,8.286463,9.687168,5.947304,-1.886248,2.178081,3.207873,-4.320199,5.960072,-2.903429,9.026667,0.526802,-5.179189,-9.74953,-1.094895,9.402859,-7.226942,4.023139,5.269999,7.668472,-2.43011,-5.790722,-6.470112,9.502456,9.55,0
16000,-5.10922,-8.636436,0.075291,-0.676157,-2.013411,7.206919,-6.066607,1.411254,0.969978,4.055255,-5.319835,6.425411,8.236387,-1.361849,3.527396,0.012684,-8.427927,-1.663277,7.996792,1.159151,-1.876098,-4.882718,6.898207,-7.813898,-6.939967,-0.179866,1.609761,1.435779,417.49,0
108756,-9.374611,8.285436,-4.537628,7.207204,-7.831524,-6.634815,-7.902534,5.424003,0.431815,-0.601372,-1.515452,4.770054,7.959541,-9.056612,-7.913698,4.977513,5.168608,5.414772,-7.920512,8.399505,-4.421531,0.775881,3.494292,0.528831,-2.711853,8.83859,-0.100188,-1.9935,585.7,0
135723,-0.506167,-1.080031,5.57925,2.291298,-1.254686,9.372585,1.801729,-4.765594,8.812591,-8.376682,-3.417042,-3.29642,-9.820345,5.28462,-1.934216,-0.386323,3.370301,-2.235999,-8.328895,0.657907,0.265418,6.544482,4.444027,-6.675071,-2.604441,0.168241,9.491368,-0.219503,791.93,1
48844,-4.45758,2.124556,1.227673,1.252953,7.881866,0.217079,-4.407555,0.739061,2.983506,-3.345834,0.75976,-1.719683,7.679914,8.624394,2.316549,5.005448,0.909869,2.862401,-0.372364,0.788027,0.553862,-5.548837,7.657033,5.250321,-6.151333,-1.365322,2.540863,-7.734974,922.08,1
159690,-2.472435,4.30319,6.737471,0.945828,1.668299,5.871666,2.601507,-4.976741,-9.652157,-4.484687,0.988525,-3.161521,4.19005,-8.151663,-3.784861,-1.814261,2.495707,-9.258692,-8.411965,1.036472,5.652648,8.860183,6.081815,1.210078,-2.384209,-5.794302,4.1869,6.895122,242.51,0
88760,-6.220106,-0.621052,3.901059,-6.471664,0.655448,5.280762,-3.605512,5.210927,-3.113859,-2.104307,9.662244,9.381621,4.239847,0.015361,8.262406,9.961053,-8.056522,3.151951,1.50667,-2.381332,-5.052481,-2.067772,0.260902,-7.668679,-6.456158,-5.820795,1.193073,4.148122,603.9,0
6256,-1.912752,-5.859556,4.639609,0.781138,4.646793,-3.250624,8.413383,1.422732,4.580327,6.751426,-9.481516,-4.757792,-6.313091,-8.526152,4.325691,4.752179,8.221063,-3.252976,8.783082,-6.323106,-7.007366,9.237801,-3.224871,7.201594,-5.158077,8.741152,5.393548,3.639415,917.26,1
131786,-3.868237,4.754072,8.931995,7.342834,8.980995,5.999048,2.534671,1.222748,6.043145,-4.108757,-0.893507,5.006907,6.158761,5.598269,5.514003,6.914834,-7.229411,4.892252,1.158713,9.624733,-2.721335,0.214295,-2.063569,-0.536197,-3.184737,9.122882,-9.61804,1.353837,54.07,1
